congress,chamber,rollnumber,icpsr,cast_code,prob
81,Senate,6,659,7,97.6
81,Senate,6,1021,1,94.0
81,Senate,6,1024,1,56.3
81,Senate,6,1027,6,14.4
81,Senate,6,1090,7,
81,Senate,6,1338,1,63.2
81,Senate,6,1365,1,95.5
81,Senate,6,1395,1,86.9
81,Senate,6,1489,6,14.6
81,Senate,6,1510,7,95.8
81,Senate,6,1659,1,98.8
81,Senate,6,1678,1,99.4
81,Senate,6,1831,7,99.3
81,Senate,6,1986,1,99.2
81,Senate,6,2066,1,95.7
81,Senate,6,2333,7,95.5
81,Senate,6,2656,1,96.7
81,Senate,6,2691,1,96.3
81,Senate,6,2702,2,99.4
81,Senate,6,2751,2,97.0
81,Senate,6,2803,1,79.7
81,Senate,6,2822,1,97.1
81,Senate,6,2838,1,71.4
81,Senate,6,2901,1,98.1
81,Senate,6,3110,1,89.5
81,Senate,6,3206,1,96.8
81,Senate,6,3349,2,98.7
81,Senate,6,3388,1,97.9
81,Senate,6,3536,1,99.3
81,Senate,6,3603,1,99.3
81,Senate,6,3731,1,97.8
81,Senate,6,3783,1,99.3
81,Senate,6,3882,1,96.3
81,Senate,6,4227,1,99.4
81,Senate,6,4321,1,93.8
81,Senate,6,4382,1,85.4
81,Senate,6,4418,1,98.6
81,Senate,6,4483,1,98.8
81,Senate,6,4520,1,98.6
81,Senate,6,4728,1,99.1
81,Senate,6,4747,1,99.5
81,Senate,6,4834,1,98.2
81,Senate,6,4922,6,56.1
81,Senate,6,4949,1,98.7
81,Senate,6,4979,1,99.2
81,Senate,6,5009,1,98.3
81,Senate,6,5122,1,98.8
81,Senate,6,5158,1,61.4
81,Senate,6,5213,1,99.0
81,Senate,6,5240,1,98.7
81,Senate,6,5343,6,4.1
81,Senate,6,5452,6,1.2
81,Senate,6,5539,7,97.8
81,Senate,6,5591,7,95.8
81,Senate,6,5739,1,97.8
81,Senate,6,5767,1,98.6
81,Senate,6,5823,1,99.4
81,Senate,6,5913,1,99.3
81,Senate,6,5944,1,88.7
81,Senate,6,6021,1,75.6
81,Senate,6,6107,1,98.5
81,Senate,6,6132,1,98.0
81,Senate,6,6137,1,92.6
81,Senate,6,6151,1,97.4
81,Senate,6,6242,1,98.9
81,Senate,6,6260,1,99.1
81,Senate,6,6293,1,99.4
81,Senate,6,6346,1,99.2
81,Senate,6,6475,7,99.4
81,Senate,6,6525,1,93.8
81,Senate,6,6796,1,93.5
81,Senate,6,6820,1,98.8
81,Senate,6,6836,1,98.9
81,Senate,6,6856,1,99.2
81,Senate,6,6939,7,97.7
81,Senate,6,7020,1,99.4
81,Senate,6,7070,1,99.4
81,Senate,6,7229,7,99.5
81,Senate,6,7333,1,98.8
81,Senate,6,7780,1,89.7
81,Senate,6,7958,1,97.4
81,Senate,6,8138,1,97.4
81,Senate,6,8185,1,97.3
81,Senate,6,8270,7,83.6
81,Senate,6,8635,1,97.0
81,Senate,6,8666,1,98.6
81,Senate,6,8708,7,96.6
81,Senate,6,8764,1,98.8
81,Senate,6,8883,1,97.9
81,Senate,6,9152,1,86.3
81,Senate,6,9210,1,81.8
81,Senate,6,9291,1,99.3
81,Senate,6,9303,1,99.1
81,Senate,6,9374,1,98.3
81,Senate,6,9401,1,98.7
81,Senate,6,9538,2,99.5
81,Senate,6,9604,1,96.7
81,Senate,6,9713,7,98.6
81,Senate,6,9865,2,91.2
81,Senate,6,9998,6,51.6
81,Senate,6,10110,1,97.6
81,Senate,6,10163,1,40.8
81,Senate,6,10294,1,99.1
81,Senate,6,10450,1,97.2
81,Senate,6,96738,1,99.3
81,Senate,7,52,1,69.0
81,Senate,7,165,6,96.8
81,Senate,7,390,1,94.3
81,Senate,7,437,6,97.8
81,Senate,7,659,7,87.6
81,Senate,7,1021,1,94.3
81,Senate,7,1024,1,99.6
81,Senate,7,1027,1,98.6
81,Senate,7,1090,6,
81,Senate,7,1338,1,97.3
81,Senate,7,1365,6,75.6
81,Senate,7,1395,1,92.8
81,Senate,7,1489,1,97.1
81,Senate,7,1510,7,87.4
81,Senate,7,1659,6,99.5
81,Senate,7,1678,5,98.6
81,Senate,7,1831,7,99.0
81,Senate,7,1986,6,99.4
81,Senate,7,2066,6,29.5
81,Senate,7,2333,7,54.6
81,Senate,7,2656,6,25.1
81,Senate,7,2691,6,81.4
81,Senate,7,2702,6,98.6
81,Senate,7,2751,7,93.2
81,Senate,7,2803,7,94.8
81,Senate,7,2822,6,99.1
81,Senate,7,2838,1,86.5
81,Senate,7,2901,6,99.8
81,Senate,7,3110,1,98.9
81,Senate,7,3206,1,93.5
81,Senate,7,3349,5,91.7
81,Senate,7,3388,6,99.9
81,Senate,7,3536,6,94.8
81,Senate,7,3603,6,95.2
81,Senate,7,3731,7,98.7
81,Senate,7,3783,6,96.2
81,Senate,7,3882,1,80.1
81,Senate,7,4227,6,98.4
81,Senate,7,4321,1,97.6
81,Senate,7,4382,1,97.9
81,Senate,7,4418,6,99.9
81,Senate,7,4483,6,96.8
81,Senate,7,4520,6,96.0
81,Senate,7,4728,6,95.9
81,Senate,7,4747,6,96.3
81,Senate,7,4834,1,85.5
81,Senate,7,4922,1,99.5
81,Senate,7,4949,6,94.8
81,Senate,7,4979,6,99.4
81,Senate,7,5009,6,99.9
81,Senate,7,5122,6,99.4
81,Senate,7,5158,1,99.0
81,Senate,7,5213,6,99.7
81,Senate,7,5240,6,98.1
81,Senate,7,5343,1,92.2
81,Senate,7,5452,1,8.7
81,Senate,7,5539,7,97.6
81,Senate,7,5591,7,91.9
81,Senate,7,5739,1,89.2
81,Senate,7,5767,6,99.8
81,Senate,7,5823,6,93.6
81,Senate,7,5913,6,98.2
81,Senate,7,5944,1,65.2
81,Senate,7,6021,1,99.5
81,Senate,7,6107,6,99.7
81,Senate,7,6132,6,94.6
81,Senate,7,6137,1,85.0
81,Senate,7,6151,6,99.1
81,Senate,7,6242,6,99.8
81,Senate,7,6260,6,97.0
81,Senate,7,6293,6,98.0
81,Senate,7,6346,1,12.9
81,Senate,7,6475,6,98.1
81,Senate,7,6525,6,13.6
81,Senate,7,6796,1,84.5
81,Senate,7,6820,6,99.3
81,Senate,7,6836,6,95.1
81,Senate,7,6856,6,99.0
81,Senate,7,6939,7,83.4
81,Senate,7,7020,6,79.9
81,Senate,7,7070,6,97.8
81,Senate,7,7229,7,91.4
81,Senate,7,7333,6,99.3
81,Senate,7,7780,1,88.6
81,Senate,7,7958,6,95.5
81,Senate,7,8138,6,99.3
81,Senate,7,8185,6,10.7
81,Senate,7,8270,1,94.0
81,Senate,7,8635,6,6.7
81,Senate,7,8666,1,73.0
81,Senate,7,8708,7,98.1
81,Senate,7,8764,6,99.8
81,Senate,7,8883,6,99.7
81,Senate,7,9152,1,99.1
81,Senate,7,9210,6,90.0
81,Senate,7,9291,6,98.5
81,Senate,7,9303,6,99.3
81,Senate,7,9374,1,75.4
81,Senate,7,9401,1,79.9
81,Senate,7,9538,7,79.7
81,Senate,7,9604,1,81.1
81,Senate,7,9713,5,88.8
81,Senate,7,9865,1,94.2
81,Senate,7,9998,1,98.1
81,Senate,7,10110,1,84.8
81,Senate,7,10163,1,99.9
81,Senate,7,10294,7,99.5
81,Senate,7,10450,1,49.7
81,Senate,7,96738,1,40.7
81,Senate,8,52,1,32.5
81,Senate,8,165,6,97.7
81,Senate,8,390,1,61.8
81,Senate,8,437,6,97.9
81,Senate,8,659,7,90.5
81,Senate,8,1021,6,32.7
81,Senate,8,1024,1,94.9
81,Senate,8,1027,1,83.1
81,Senate,8,1090,6,
81,Senate,8,1338,1,90.2
81,Senate,8,1365,6,79.3
81,Senate,8,1395,1,74.2
81,Senate,8,1489,1,80.5
81,Senate,8,1510,7,56.5
81,Senate,8,1659,6,99.1
81,Senate,8,1678,5,98.6
81,Senate,8,1831,7,98.9
81,Senate,8,1986,6,99.1
81,Senate,8,2066,6,55.0
81,Senate,8,2333,7,36.6
81,Senate,8,2656,6,54.7
81,Senate,8,2691,6,85.8
81,Senate,8,2702,6,98.6
81,Senate,8,2751,7,57.0
81,Senate,8,2803,7,81.2
81,Senate,8,2822,6,98.1
81,Senate,8,2838,1,78.9
81,Senate,8,2901,6,99.3
81,Senate,8,3110,6,21.0
81,Senate,8,3206,1,58.8
81,Senate,8,3349,5,93.6
81,Senate,8,3388,6,99.7
81,Senate,8,3536,6,96.3
81,Senate,8,3603,6,96.6
81,Senate,8,3731,7,98.0
81,Senate,8,3783,6,97.1
81,Senate,8,3882,6,50.3
81,Senate,8,4227,6,98.5
81,Senate,8,4321,1,70.8
81,Senate,8,4382,6,18.2
81,Senate,8,4418,6,99.7
81,Senate,8,4483,6,96.9
81,Senate,8,4520,6,96.1
81,Senate,8,4728,6,96.8
81,Senate,8,4747,6,97.4
81,Senate,8,4834,1,45.2
81,Senate,8,4922,1,96.4
81,Senate,8,4949,6,95.5
81,Senate,8,4979,6,99.2
81,Senate,8,5009,6,99.6
81,Senate,8,5122,6,99.0
81,Senate,8,5158,1,92.7
81,Senate,8,5213,6,99.4
81,Senate,8,5240,6,97.8
81,Senate,8,5343,6,39.2
81,Senate,8,5452,1,6.4
81,Senate,8,5539,7,97.0
81,Senate,8,5591,7,91.7
81,Senate,8,5739,1,50.0
81,Senate,8,5767,6,99.5
81,Senate,8,5823,6,96.0
81,Senate,8,5913,6,98.3
81,Senate,8,5944,1,53.0
81,Senate,8,6021,1,89.8
81,Senate,8,6107,6,99.4
