congress,chamber,rollnumber,icpsr,cast_code,prob
79,Senate,1,9291,6,100.0
79,Senate,1,9298,1,99.7
79,Senate,1,9303,6,99.8
79,Senate,1,9401,3,96.8
79,Senate,1,9487,6,100.0
79,Senate,1,9506,4,99.6
79,Senate,1,9538,4,81.1
79,Senate,1,9604,7,98.9
79,Senate,1,9713,6,99.8
79,Senate,1,9774,4,99.9
79,Senate,1,9782,4,92.7
79,Senate,1,9984,6,92.4
79,Senate,1,9998,3,100.0
79,Senate,1,10047,1,100.0
79,Senate,1,10110,1,99.1
79,Senate,1,10205,3,100.0
79,Senate,1,10221,1,97.0
79,Senate,1,96738,1,34.4
79,Senate,2,52,6,49.0
79,Senate,2,193,7,74.5
79,Senate,2,296,6,42.4
79,Senate,2,349,1,24.6
79,Senate,2,394,4,26.8
79,Senate,2,404,1,11.3
79,Senate,2,437,6,93.5
79,Senate,2,710,6,73.6
79,Senate,2,1021,6,19.4
79,Senate,2,1027,1,87.8
79,Senate,2,1031,6,88.6
79,Senate,2,1071,1,92.3
79,Senate,2,1194,1,89.8
79,Senate,2,1317,6,46.8
79,Senate,2,1330,1,94.7
79,Senate,2,1338,1,94.6
79,Senate,2,1365,1,75.9
79,Senate,2,1489,1,89.3
79,Senate,2,1494,1,83.6
79,Senate,2,1634,7,82.4
79,Senate,2,1678,6,82.3
79,Senate,2,1986,1,20.3
79,Senate,2,2066,1,78.7
79,Senate,2,2656,1,75.4
79,Senate,2,2702,6,87.3
79,Senate,2,2822,6,46.2
79,Senate,2,2901,6,62.7
79,Senate,2,3110,1,79.4
79,Senate,2,3388,6,89.1
79,Senate,2,3536,1,35.4
79,Senate,2,3544,1,16.7
79,Senate,2,3625,7,91.1
79,Senate,2,3783,6,92.5
79,Senate,2,3872,6,96.9
79,Senate,2,3882,1,76.7
79,Senate,2,4184,4,85.9
79,Senate,2,4210,1,92.2
79,Senate,2,4227,6,84.0
79,Senate,2,4382,1,88.9
79,Senate,2,4418,6,83.3
79,Senate,2,4483,1,44.1
79,Senate,2,4949,1,48.8
79,Senate,2,4962,1,85.9
79,Senate,2,5009,6,72.5
79,Senate,2,5240,6,95.7
79,Senate,2,5402,6,42.9
79,Senate,2,5452,6,49.7
79,Senate,2,5823,6,91.5
79,Senate,2,5913,6,91.4
79,Senate,2,6107,6,68.6
79,Senate,2,6132,1,57.7
79,Senate,2,6151,1,52.5
79,Senate,2,6242,6,83.7
79,Senate,2,6293,1,17.0
79,Senate,2,6346,6,92.6
79,Senate,2,6394,4,95.1
79,Senate,2,6525,1,82.7
79,Senate,2,6561,6,96.3
79,Senate,2,6629,1,96.6
79,Senate,2,6751,7,
79,Senate,2,6800,6,92.9
79,Senate,2,6820,6,94.3
79,Senate,2,6836,6,95.4
79,Senate,2,7021,1,80.0
79,Senate,2,7070,6,85.7
79,Senate,2,7126,6,60.4
79,Senate,2,7333,6,94.0
79,Senate,2,7685,7,88.9
79,Senate,2,7780,2,87.4
79,Senate,2,7826,1,84.2
79,Senate,2,7958,9,39.0
79,Senate,2,7960,1,90.7
79,Senate,2,8138,6,49.1
79,Senate,2,8185,6,32.2
79,Senate,2,8320,1,12.1
79,Senate,2,8476,6,22.0
79,Senate,2,8635,1,62.4
79,Senate,2,8764,9,78.6
79,Senate,2,8929,1,33.7
79,Senate,2,9152,6,14.5
79,Senate,2,9210,6,94.2
79,Senate,2,9291,6,90.8
79,Senate,2,9298,1,93.2
79,Senate,2,9303,6,75.6
79,Senate,2,9401,1,49.0
79,Senate,2,9506,6,94.6
79,Senate,2,9538,1,25.5
79,Senate,2,9604,1,75.1
79,Senate,2,9713,5,95.3
79,Senate,2,9782,6,73.1
79,Senate,2,9984,7,40.2
79,Senate,2,9998,1,95.8
79,Senate,2,10047,1,85.7
79,Senate,2,10110,1,68.2
79,Senate,2,10205,1,93.3
79,Senate,2,10221,6,15.3
79,Senate,2,96738,6,82.8
79,Senate,3,52,1,
79,Senate,3,193,7,
79,Senate,3,296,1,
79,Senate,3,349,1,
79,Senate,3,394,3,
79,Senate,3,404,1,
79,Senate,3,437,1,
79,Senate,3,710,1,
79,Senate,3,1021,1,
79,Senate,3,1027,1,
79,Senate,3,1031,1,
79,Senate,3,1071,1,
79,Senate,3,1194,1,
79,Senate,3,1317,1,
79,Senate,3,1330,1,
79,Senate,3,1338,1,
79,Senate,3,1365,1,
79,Senate,3,1489,1,
79,Senate,3,1494,1,
79,Senate,3,1634,7,
79,Senate,3,1678,1,
79,Senate,3,1986,1,
79,Senate,3,2066,1,
79,Senate,3,2656,1,
79,Senate,3,2702,1,
79,Senate,3,2822,1,
79,Senate,3,2901,1,
79,Senate,3,3110,1,
79,Senate,3,3388,1,
79,Senate,3,3536,1,
79,Senate,3,3544,1,
79,Senate,3,3625,7,
79,Senate,3,3783,1,
79,Senate,3,3872,1,
79,Senate,3,3882,1,
79,Senate,3,4184,3,
79,Senate,3,4210,1,
79,Senate,3,4227,1,
79,Senate,3,4382,1,
79,Senate,3,4418,1,
79,Senate,3,4483,1,
79,Senate,3,4949,1,
79,Senate,3,4962,1,
79,Senate,3,5009,1,
79,Senate,3,5240,1,
79,Senate,3,5402,1,
79,Senate,3,5452,1,
79,Senate,3,5823,1,
79,Senate,3,5913,1,
79,Senate,3,6107,1,
79,Senate,3,6132,1,
79,Senate,3,6151,1,
79,Senate,3,6242,1,
79,Senate,3,6293,1,
79,Senate,3,6346,1,
79,Senate,3,6394,7,
79,Senate,3,6525,1,
79,Senate,3,6561,1,
79,Senate,3,6629,1,
79,Senate,3,6751,7,
79,Senate,3,6800,1,
79,Senate,3,6820,1,
79,Senate,3,6836,1,
79,Senate,3,7021,1,
79,Senate,3,7070,1,
79,Senate,3,7126,1,
79,Senate,3,7333,1,
79,Senate,3,7685,7,
79,Senate,3,7780,1,
79,Senate,3,7826,1,
79,Senate,3,7958,9,
79,Senate,3,7960,1,
79,Senate,3,8138,1,
79,Senate,3,8185,1,
79,Senate,3,8320,1,
79,Senate,3,8476,1,
79,Senate,3,8635,1,
79,Senate,3,8764,9,
79,Senate,3,8929,6,
79,Senate,3,9152,1,
79,Senate,3,9210,1,
79,Senate,3,9291,1,
79,Senate,3,9298,6,
79,Senate,3,9303,1,
79,Senate,3,9401,1,
79,Senate,3,9506,1,
79,Senate,3,9538,1,
79,Senate,3,9604,1,
79,Senate,3,9713,3,
79,Senate,3,9782,1,
79,Senate,3,9984,7,
79,Senate,3,9998,1,
79,Senate,3,10047,1,
79,Senate,3,10110,1,
79,Senate,3,10205,1,
79,Senate,3,10221,1,
79,Senate,3,96738,1,
79,Senate,4,52,1,95.6
79,Senate,4,193,3,93.9
79,Senate,4,296,1,95.7
79,Senate,4,349,1,91.7
79,Senate,4,394,4,5.4
79,Senate,4,404,1,81.3
79,Senate,4,437,1,63.5
79,Senate,4,710,1,93.3
79,Senate,4,1021,1,97.4
79,Senate,4,1027,1,96.8
79,Senate,4,1031,1,78.2
79,Senate,4,1071,1,98.0
79,Senate,4,1194,1,98.0
79,Senate,4,1317,1,90.9
79,Senate,4,1330,1,98.1
79,Senate,4,1338,1,97.9
79,Senate,4,1365,1,98.9
79,Senate,4,1489,1,97.8
79,Senate,4,1494,1,98.9
79,Senate,4,1634,3,88.6
79,Senate,4,1678,6,10.2
79,Senate,4,1986,1,91.4
79,Senate,4,2066,1,98.6
79,Senate,4,2656,1,98.3
79,Senate,4,2702,1,83.8
79,Senate,4,2822,1,97.9
79,Senate,4,2901,1,96.1
79,Senate,4,3110,1,93.5
79,Senate,4,3388,1,72.7
79,Senate,4,3536,1,96.3
79,Senate,4,3544,1,82.5
79,Senate,4,3625,3,69.2
79,Senate,4,3783,1,67.9
79,Senate,4,3872,6,87.6
79,Senate,4,3882,1,98.2
79,Senate,4,4184,3,85.9
79,Senate,4,4210,1,98.0
79,Senate,4,4227,1,88.2
79,Senate,4,4382,1,97.5
79,Senate,4,4418,6,13.2
79,Senate,4,4483,1,97.5
79,Senate,4,4949,1,97.9
79,Senate,4,4962,1,98.9
79,Senate,4,5009,1,93.5
79,Senate,4,5240,1,42.8
79,Senate,4,5402,1,98.2
79,Senate,4,5452,6,2.1
79,Senate,4,5823,1,71.1
79,Senate,4,5913,6,26.3
79,Senate,4,6107,1,95.1
79,Senate,4,6132,1,98.4
79,Senate,4,6151,1,97.9
79,Senate,4,6242,1,87.5
79,Senate,4,6293,1,89.0
79,Senate,4,6346,6,38.5
79,Senate,4,6394,6,58.7
79,Senate,4,6525,1,98.3
79,Senate,4,6561,6,67.6
79,Senate,4,6629,1,96.2
79,Senate,4,6751,3,
79,Senate,4,6800,6,34.3
79,Senate,4,6820,1,56.2
79,Senate,4,6836,1,45.2
79,Senate,4,7021,1,98.7
79,Senate,4,7070,1,86.1
79,Senate,4,7126,1,97.0
79,Senate,4,7333,6,41.7
79,Senate,4,7685,1,77.5
79,Senate,4,7780,1,98.5
79,Senate,4,7826,1,98.6
79,Senate,4,7958,9,98.5
79,Senate,4,7960,1,98.7
79,Senate,4,8138,1,97.7
79,Senate,4,8185,1,96.3
79,Senate,4,8320,3,82.2
79,Senate,4,8476,1,98.7
79,Senate,4,8635,1,93.4
79,Senate,4,8764,9,91.4
79,Senate,4,8929,1,95.9
79,Senate,4,9152,1,95.6
79,Senate,4,9210,6,98.5
79,Senate,4,9291,1,75.7
79,Senate,4,9298,1,98.5
79,Senate,4,9303,1,93.5
79,Senate,4,9401,1,93.4
79,Senate,4,9506,6,52.2
79,Senate,4,9538,1,92.0
79,Senate,4,9604,1,98.0
79,Senate,4,9713,3,39.1
79,Senate,4,9782,1,93.8
79,Senate,4,9984,7,98.3
79,Senate,4,9998,1,97.4
79,Senate,4,10047,1,97.6
79,Senate,4,10110,1,97.0
79,Senate,4,10205,1,97.9
79,Senate,4,10221,1,98.8
79,Senate,4,96738,1,79.1
79,Senate,5,52,7,48.0
79,Senate,5,193,7,72.4
79,Senate,5,296,1,52.3
79,Senate,5,349,6,67.2
79,Senate,5,394,1,65.7
79,Senate,5,404,6,76.6
79,Senate,5,437,6,78.6
79,Senate,5,710,7,72.2
79,Senate,5,1021,6,40.5
79,Senate,5,1027,7,65.4
79,Senate,5,1031,6,73.3
79,Senate,5,1071,6,40.4
79,Senate,5,1194,1,60.0
79,Senate,5,1317,1,61.1
79,Senate,5,1330,1,54.8
79,Senate,5,1338,6,40.8
79,Senate,5,1365,6,58.0
79,Senate,5,1489,6,39.0
79,Senate,5,1494,1,45.5
79,Senate,5,1634,1,27.8
79,Senate,5,1678,1,25.8
79,Senate,5,1986,6,73.9
79,Senate,5,2066,6,50.7
79,Senate,5,2656,1,50.3
79,Senate,5,2702,7,76.0
79,Senate,5,2822,1,34.0
79,Senate,5,2901,6,69.6
79,Senate,5,3110,1,71.1
79,Senate,5,3388,6,76.2
79,Senate,5,3536,1,31.4
79,Senate,5,3544,6,66.9
79,Senate,5,3625,7,74.0
79,Senate,5,3783,7,77.4
79,Senate,5,3872,4,81.1
79,Senate,5,3882,1,51.9
79,Senate,5,4184,7,75.2
79,Senate,5,4210,1,59.9
79,Senate,5,4227,6,74.7
79,Senate,5,4382,1,62.7
79,Senate,5,4418,6,74.8
79,Senate,5,4483,6,67.4
79,Senate,5,4949,6,66.0
79,Senate,5,4962,7,45.4
79,Senate,5,5009,6,71.8
79,Senate,5,5240,1,19.5
79,Senate,5,5402,1,34.8
79,Senate,5,5452,7,35.1
79,Senate,5,5823,6,76.0
79,Senate,5,5913,6,77.5
79,Senate,5,6107,6,71.1
79,Senate,5,6132,1,35.8
79,Senate,5,6151,6,66.2
79,Senate,5,6242,1,24.9
79,Senate,5,6293,1,25.8
79,Senate,5,6346,6,74.9
79,Senate,5,6394,6,77.4
79,Senate,5,6525,1,54.1
79,Senate,5,6561,6,80.4
79,Senate,5,6629,1,57.8
79,Senate,5,6751,7,
79,Senate,5,6800,1,22.5
79,Senate,5,6820,7,79.7
79,Senate,5,6836,7,79.3
79,Senate,5,7021,7,58.4
79,Senate,5,7070,7,75.0
79,Senate,5,7126,6,68.9
79,Senate,5,7333,7,79.5
79,Senate,5,7685,6,73.5
79,Senate,5,7780,1,54.8
79,Senate,5,7826,1,52.2
79,Senate,5,7958,9,63.8
79,Senate,5,7960,6,48.5
79,Senate,5,8138,6,66.6
79,Senate,5,8185,6,43.1
79,Senate,5,8320,7,75.1
79,Senate,5,8476,7,40.8
79,Senate,5,8635,1,62.3
79,Senate,5,8764,9,73.6
79,Senate,5,8929,6,70.5
79,Senate,5,9152,6,31.3
79,Senate,5,9210,6,77.3
79,Senate,5,9291,6,77.4
79,Senate,5,9298,7,53.7
79,Senate,5,9303,1,27.3
79,Senate,5,9401,6,47.3
79,Senate,5,9506,6,76.9
79,Senate,5,9538,6,66.8
79,Senate,5,9604,7,52.2
79,Senate,5,9713,6,77.8
79,Senate,5,9782,7,69.2
79,Senate,5,9984,7,64.5
79,Senate,5,9998,6,40.3
79,Senate,5,10047,6,39.4
79,Senate,5,10110,1,54.1
79,Senate,5,10205,6,39.2
79,Senate,5,10221,6,51.2
79,Senate,5,96738,7,36.5
79,Senate,6,52,1,56.2
79,Senate,6,193,4,95.0
79,Senate,6,296,1,68.2
79,Senate,6,349,6,86.1
79,Senate,6,394,1,92.0
79,Senate,6,404,6,98.1
79,Senate,6,437,6,98.9
79,Senate,6,710,6,95.8
79,Senate,6,1021,1,89.4
79,Senate,6,1027,6,3.9
79,Senate,6,1031,4,95.5
79,Senate,6,1071,7,94.2
79,Senate,6,1194,1,93.5
79,Senate,6,1330,1,90.6
79,Senate,6,1338,1,95.0
79,Senate,6,1365,6,50.4
79,Senate,6,1489,7,94.0
79,Senate,6,1494,6,36.2
79,Senate,6,1560,6,90.3
79,Senate,6,1678,6,96.5
79,Senate,6,1986,4,96.5
79,Senate,6,2066,1,72.5
79,Senate,6,2656,1,73.0
79,Senate,6,2702,4,97.7
79,Senate,6,2822,4,83.7
79,Senate,6,2901,6,92.4
79,Senate,6,3110,1,96.6
79,Senate,6,3388,1,1.1
79,Senate,6,3536,6,87.6
79,Senate,6,3544,6,87.6
79,Senate,6,3625,7,96.2
79,Senate,6,3718,6,91.6
79,Senate,6,3783,6,98.3
79,Senate,6,3872,6,99.3
79,Senate,6,3882,1,76.8
79,Senate,6,4150,1,93.0
79,Senate,6,4184,6,97.2
79,Senate,6,4210,7,94.4
79,Senate,6,4227,6,96.8
79,Senate,6,4382,1,95.0
79,Senate,6,4418,6,97.9
79,Senate,6,4483,6,85.2
79,Senate,6,4692,6,98.1
79,Senate,6,4949,6,81.1
79,Senate,6,5009,6,95.6
79,Senate,6,5240,4,99.4
79,Senate,6,5343,6,14.1
79,Senate,6,5402,1,19.2
79,Senate,6,5452,1,22.4
79,Senate,6,5823,6,97.5
79,Senate,6,5913,4,98.5
79,Senate,6,6107,6,94.2
79,Senate,6,6132,4,75.7
79,Senate,6,6151,6,84.2
79,Senate,6,6242,6,97.8
79,Senate,6,6293,6,96.3
79,Senate,6,6346,6,96.9
79,Senate,6,6394,6,98.2
79,Senate,6,6525,1,83.5
79,Senate,6,6561,6,99.3
79,Senate,6,6629,1,94.9
79,Senate,6,6800,6,98.4
79,Senate,6,6820,4,99.3
79,Senate,6,6836,6,99.0
79,Senate,6,7021,7,53.7
79,Senate,6,7070,4,96.9
79,Senate,6,7126,6,89.2
79,Senate,6,7333,4,99.3
79,Senate,6,7685,6,95.7
79,Senate,6,7780,1,86.8
79,Senate,6,7826,1,81.1
79,Senate,6,7958,9,74.5
79,Senate,6,7960,7,83.0
79,Senate,6,8138,6,85.6
79,Senate,6,8185,1,80.8
79,Senate,6,8476,7,42.7
79,Senate,6,8635,1,84.9
79,Senate,6,8764,9,96.8
79,Senate,6,8835,1,85.9
79,Senate,6,8929,6,92.9
79,Senate,6,9152,1,96.9
79,Senate,6,9210,4,98.2
79,Senate,6,9291,6,98.5
79,Senate,6,9303,6,95.3
79,Senate,6,9401,1,64.2
79,Senate,6,9506,6,98.0
79,Senate,6,9538,6,85.2
79,Senate,6,9604,7,76.7
79,Senate,6,9713,4,98.4
79,Senate,6,9782,6,89.1
79,Senate,6,9984,6,79.1
79,Senate,6,9998,7,95.9
79,Senate,6,10047,1,92.4
79,Senate,6,10110,1,76.6
79,Senate,6,10205,7,95.4
79,Senate,6,10221,3,74.0
79,Senate,6,10450,7,58.6
79,Senate,6,96738,7,17.2
79,Senate,7,52,1,100.0
79,Senate,7,193,7,91.4
79,Senate,7,296,3,100.0
79,Senate,7,349,1,99.8
79,Senate,7,394,1,100.0
79,Senate,7,404,1,81.0
79,Senate,7,437,1,67.3
79,Senate,7,710,7,77.5
79,Senate,7,1021,1,100.0
79,Senate,7,1027,3,100.0
79,Senate,7,1031,7,97.2
79,Senate,7,1071,1,100.0
79,Senate,7,1194,3,100.0
79,Senate,7,1317,1,100.0
79,Senate,7,1330,1,99.9
79,Senate,7,1338,1,100.0
79,Senate,7,1365,1,99.8
79,Senate,7,1489,1,100.0
79,Senate,7,1494,1,99.9
79,Senate,7,1634,1,98.1
79,Senate,7,1678,1,91.3
79,Senate,7,1986,7,87.1
79,Senate,7,2066,1,100.0
79,Senate,7,2656,1,100.0
79,Senate,7,2702,6,14.8
79,Senate,7,2822,1,95.1
79,Senate,7,2901,1,87.3
79,Senate,7,3110,1,100.0
79,Senate,7,3388,1,25.3
79,Senate,7,3536,1,99.0
79,Senate,7,3544,1,99.8
79,Senate,7,3625,7,95.8
79,Senate,7,3783,6,18.1
79,Senate,7,3872,6,92.2
79,Senate,7,3882,1,100.0
79,Senate,7,4150,1,100.0
79,Senate,7,4184,1,89.7
79,Senate,7,4210,1,100.0
79,Senate,7,4227,1,90.9
79,Senate,7,4382,1,100.0
79,Senate,7,4418,6,40.1
79,Senate,7,4483,1,98.5
79,Senate,7,4949,1,99.1
79,Senate,7,4962,1,99.7
79,Senate,7,5009,1,76.5
79,Senate,7,5240,6,67.2
79,Senate,7,5402,1,96.6
79,Senate,7,5452,1,99.6
79,Senate,7,5823,7,90.9
79,Senate,7,5913,7,77.1
79,Senate,7,6107,1,86.0
79,Senate,7,6132,1,99.1
79,Senate,7,6151,7,95.4
79,Senate,7,6242,1,70.4
79,Senate,7,6293,1,92.8
79,Senate,7,6346,1,93.1
79,Senate,7,6394,1,74.7
79,Senate,7,6525,1,100.0
79,Senate,7,6561,7,35.6
79,Senate,7,6629,1,99.5
79,Senate,7,6751,7,
79,Senate,7,6800,1,81.3
79,Senate,7,6820,6,66.8
79,Senate,7,6836,1,58.5
79,Senate,7,7021,1,98.8
79,Senate,7,7070,1,91.5
79,Senate,7,7126,6,3.2
79,Senate,7,7333,6,64.0
79,Senate,7,7685,1,96.9
79,Senate,7,7780,3,100.0
79,Senate,7,7826,1,100.0
79,Senate,7,7958,9,98.8
79,Senate,7,7960,1,99.9
79,Senate,7,8138,1,94.2
79,Senate,7,8185,1,100.0
79,Senate,7,8320,7,93.1
79,Senate,7,8476,1,98.6
79,Senate,7,8635,1,100.0
79,Senate,7,8764,9,77.3
79,Senate,7,8929,1,91.6
79,Senate,7,9152,1,100.0
79,Senate,7,9210,7,0.0
79,Senate,7,9291,1,76.5
79,Senate,7,9298,3,99.9
79,Senate,7,9303,1,90.5
79,Senate,7,9401,3,100.0
79,Senate,7,9506,1,81.4
79,Senate,7,9538,1,99.8
79,Senate,7,9604,1,100.0
79,Senate,7,9713,7,70.9
79,Senate,7,9782,1,99.3
79,Senate,7,9984,1,96.4
79,Senate,7,9998,1,99.9
79,Senate,7,10047,1,100.0
79,Senate,7,10110,1,100.0
79,Senate,7,10205,3,100.0
79,Senate,7,10221,1,100.0
79,Senate,7,96738,1,99.9
79,Senate,8,52,1,70.4
79,Senate,8,193,3,95.7
79,Senate,8,296,7,40.5
79,Senate,8,349,1,95.4
79,Senate,8,394,1,27.4
79,Senate,8,404,1,99.2
79,Senate,8,437,1,99.7
79,Senate,8,710,1,95.0
79,Senate,8,1021,1,19.4
79,Senate,8,1027,6,92.9
79,Senate,8,1031,1,99.1
79,Senate,8,1071,6,96.3
79,Senate,8,1194,6,93.7
79,Senate,8,1245,9,88.3
79,Senate,8,1317,6,39.9
79,Senate,8,1330,6,98.0
79,Senate,8,1338,6,98.3
79,Senate,8,1365,6,62.9
79,Senate,8,1489,6,93.4
79,Senate,8,1494,6,78.9
79,Senate,8,1634,1,98.0
79,Senate,8,1678,1,98.1
79,Senate,8,1986,3,97.4
79,Senate,8,2066,6,72.2
79,Senate,8,2656,6,67.1
79,Senate,8,2702,1,99.0
79,Senate,8,2822,1,73.8
79,Senate,8,2901,1,89.2
79,Senate,8,3110,6,84.7
79,Senate,8,3388,1,99.1
79,Senate,8,3536,1,90.6
79,Senate,8,3544,1,97.7
79,Senate,8,3625,3,99.4
79,Senate,8,3783,1,99.6
79,Senate,8,3872,1,99.8
79,Senate,8,3882,6,70.1
79,Senate,8,4150,1,28.2
79,Senate,8,4184,1,98.8
79,Senate,8,4210,6,96.3
79,Senate,8,4227,1,98.4
79,Senate,8,4382,6,93.3
79,Senate,8,4418,1,98.1
79,Senate,8,4483,1,84.1
79,Senate,8,4949,1,79.5
79,Senate,8,4962,6,83.4
79,Senate,8,5009,1,94.5
79,Senate,8,5240,1,99.8
79,Senate,8,5402,1,69.6
79,Senate,8,5452,1,77.6
79,Senate,8,5823,2,99.5
79,Senate,8,5913,1,99.5
79,Senate,8,6107,1,92.8
79,Senate,8,6132,6,31.2
79,Senate,8,6151,1,75.3
79,Senate,8,6242,1,98.3
79,Senate,8,6293,6,1.8
79,Senate,8,6346,1,99.6
79,Senate,8,6394,1,99.8
79,Senate,8,6525,6,81.4
79,Senate,8,6561,1,99.9
79,Senate,8,6629,6,99.5
79,Senate,8,6751,3,
79,Senate,8,6800,1,99.7
79,Senate,8,6820,1,99.8
79,Senate,8,6836,1,99.8
79,Senate,8,7021,6,71.0
79,Senate,8,7070,1,98.8
79,Senate,8,7126,1,87.9
79,Senate,8,7333,1,99.7
79,Senate,8,7685,1,99.1
79,Senate,8,7780,6,89.1
79,Senate,8,7826,6,83.0
79,Senate,8,7960,6,92.9
79,Senate,8,8138,1,77.1
79,Senate,8,8185,1,41.4
79,Senate,8,8320,7,99.1
79,Senate,8,8476,1,33.3
79,Senate,8,8635,6,53.7
79,Senate,8,8929,6,8.3
79,Senate,8,9125,9,69.6
79,Senate,8,9152,6,91.3
79,Senate,8,9210,1,98.8
79,Senate,8,9291,1,99.5
79,Senate,8,9298,6,96.4
79,Senate,8,9303,1,96.1
79,Senate,8,9401,1,70.2
79,Senate,8,9506,1,99.7
79,Senate,8,9538,1,95.0
79,Senate,8,9604,6,67.6
79,Senate,8,9713,1,99.8
79,Senate,8,9782,1,94.8
79,Senate,8,9984,1,65.7
79,Senate,8,9998,6,99.1
79,Senate,8,10047,6,88.6
79,Senate,8,10110,6,57.4
79,Senate,8,10205,5,97.4
79,Senate,8,10221,1,17.6
79,Senate,8,96738,1,97.2
79,Senate,9,52,1,48.9
79,Senate,9,193,7,44.1
79,Senate,9,296,5,50.2
79,Senate,9,349,6,54.9
79,Senate,9,394,6,48.6
79,Senate,9,404,6,53.4
79,Senate,9,437,6,59.8
79,Senate,9,710,7,42.3
79,Senate,9,1021,6,36.7
79,Senate,9,1027,7,67.6
79,Senate,9,1031,1,38.1
79,Senate,9,1071,1,76.2
79,Senate,9,1194,1,72.8
79,Senate,9,1317,6,62.2
79,Senate,9,1330,1,80.5
79,Senate,9,1338,1,79.6
79,Senate,9,1365,7,29.2
79,Senate,9,1489,2,71.8
79,Senate,9,1494,1,73.8
79,Senate,9,1634,1,45.6
79,Senate,9,1678,1,50.7
79,Senate,9,1986,7,46.4
79,Senate,9,2066,1,68.4
79,Senate,9,2656,6,34.8
79,Senate,9,2702,1,47.4
79,Senate,9,2822,6,34.6
79,Senate,9,2901,7,39.0
79,Senate,9,3110,1,53.6
79,Senate,9,3388,6,49.0
79,Senate,9,3536,6,43.2
79,Senate,9,3544,1,35.2
79,Senate,9,3625,7,65.9
79,Senate,9,3783,6,60.9
79,Senate,9,3872,6,68.7
79,Senate,9,3882,6,34.9
79,Senate,9,4150,1,48.3
79,Senate,9,4184,6,52.3
79,Senate,9,4210,1,76.0
79,Senate,9,4227,1,49.3
79,Senate,9,4382,1,70.4
79,Senate,9,4418,6,46.2
79,Senate,9,4483,1,61.3
79,Senate,9,4949,1,62.4
79,Senate,9,4962,1,75.2
79,Senate,9,5009,1,58.1
79,Senate,9,5240,1,38.1
79,Senate,9,5402,1,66.2
79,Senate,9,5452,7,62.0
79,Senate,9,5823,7,62.1
79,Senate,9,5913,6,56.9
79,Senate,9,6107,6,40.8
79,Senate,9,6132,1,65.6
79,Senate,9,6151,7,35.0
79,Senate,9,6242,1,52.9
79,Senate,9,6293,6,50.6
79,Senate,9,6346,6,67.9
79,Senate,9,6394,1,29.4
79,Senate,9,6525,1,68.7
79,Senate,9,6561,6,66.6
79,Senate,9,6629,1,82.8
79,Senate,9,6800,1,38.3
79,Senate,9,6820,1,43.1
79,Senate,9,6836,6,65.7
79,Senate,9,7021,6,27.2
79,Senate,9,7070,1,47.3
79,Senate,9,7126,6,39.4
